駅名,時刻
名古屋,1978/10/3 1:56
名古屋,1978/10/3 2:06
亀山,1978/10/3 3:09
亀山,1978/10/3 3:28
津,1978/10/3 3:44
津,1978/10/3 3:45
松阪,1978/10/3 4:04
多気,1978/10/3 4:13
多気,1978/10/3 4:14
紀伊長島,1978/10/3 5:19
尾鷲,1978/10/3 5:48
尾鷲,1978/10/3 5:50
熊野市,1978/10/3 6:24
熊野市,1978/10/3 6:28
新宮,1978/10/3 6:58
新宮,1978/10/3 7:00
紀伊勝浦,1978/10/3 7:19
