駅名,時刻
長崎,1978/10/2 15:49
諫早,1978/10/2 16:11
諫早,1978/10/2 16:12
佐賀,1978/10/2 17:30
佐賀,1978/10/2 17:31
鳥栖,1978/10/2 17:54
鳥栖,1978/10/2 18:10
