駅名,時刻
東京,1978/10/2 20:14
東京,1978/10/2 20:40
横浜,1978/10/2 21:07
熱海,1978/10/2 22:19
熱海,1978/10/2 22:20
沼津,1978/10/2 22:39
沼津,1978/10/2 22:41
静岡,1978/10/2 23:28
静岡,1978/10/2 23:30
名古屋,1978/10/3 1:56
