駅名,時刻
東京,1978/10/2 19:09
東京,1978/10/2 19:25
横浜,1978/10/2 19:51
熱海,1978/10/2 20:55
熱海,1978/10/2 20:56
静岡,1978/10/2 21:56
静岡,1978/10/2 21:58
名古屋,1978/10/3 0:18
名古屋,1978/10/3 0:23
姫路,1978/10/3 4:03
姫路,1978/10/3 4:03
岡山,1978/10/3 5:07
岡山,1978/10/3 5:15
宇野,1978/10/3 6:03
