駅名,時刻
門司,1980/4/2 05:04
門司,1980/4/2 05:12
博多,1980/4/2 06:19
博多,1980/4/2 06:26
鳥栖,1980/4/2 06:52
鳥栖,1980/4/2 07:07
佐賀,1980/4/2 07:30
佐賀,1980/4/2 07:31
肥前山口,1980/4/2 07:46
肥前山口,1980/4/2 07:50
諫早,1980/4/2 09:00
諫早,1980/4/2 09:01
長崎,1980/4/2 09:35
