駅名,時刻
名古屋,1978/10/3 0:45
名古屋,1978/10/3 1:00
沼津,1978/10/3 4:16
沼津,1978/10/3 4:18
熱海,1978/10/3 4:40
熱海,1978/10/3 4:41
横浜,1978/10/3 5:58
東京,1978/10/3 6:25
