駅名,時刻
紀伊勝浦,1978/10/2 19:30
新宮,1978/10/2 19:52
新宮,1978/10/2 19:54
熊野市,1978/10/2 20:19
熊野市,1978/10/2 20:24
尾鷲,1978/10/2 21:00
尾鷲,1978/10/2 21:01
紀伊長島,1978/10/2 21:37
多気,1978/10/2 22:41
多気,1978/10/2 22:42
松阪,1978/10/2 22:51
津,1978/10/2 23:09
津,1978/10/2 23:10
亀山,1978/10/2 23:27
亀山,1978/10/2 23:36
四日市,1978/10/2 23:59
四日市,1978/10/3 0:04
名古屋,1978/10/3 0:43
名古屋,1978/10/3 0:45
