駅名,時刻
大阪,1978/10/2 23:30
新大阪,1978/10/2 23:36
新大阪,1978/10/2 23:37
京都,1978/10/3 0:15
京都,1978/10/3 0:18
米原,1978/10/3 1:12
米原,1978/10/3 1:14
浜松,1978/10/3 4:34
浜松,1978/10/3 4:39
静岡,1978/10/3 5:51
静岡,1978/10/3 5:53
沼津,1978/10/3 6:53
沼津,1978/10/3 7:03
熱海,1978/10/3 7:31
熱海,1978/10/3 7:32
横浜,1978/10/3 9:11
品川,1978/10/3 9:34
