駅名,時刻
東京,1978/10/2 21:34
東京,1978/10/2 21:50
横浜,1978/10/2 22:22
小田原,1978/10/2 23:23
小田原,1978/10/2 23:24
熱海,1978/10/2 23:47
熱海,1978/10/2 23:48
沼津,1978/10/3 0:14
沼津,1978/10/3 0:16
富士,1978/10/3 0:32
富士,1978/10/3 0:33
静岡,1978/10/3 1:02
静岡,1978/10/3 1:08
浜松,1978/10/3 2:11
浜松,1978/10/3 2:22
米原,1978/10/3 5:49
米原,1978/10/3 5:55
京都,1978/10/3 6:59
京都,1978/10/3 7:00
大阪,1978/10/3 7:38
