駅名,時刻
大阪,1980/4/1 19:06
三宮,1980/4/1 19:33
姫路,1980/4/1 20:26
姫路,1980/4/1 20:28
岡山,1980/4/1 21:37
岡山,1980/4/1 21:42
福山,1980/4/1 22:26
福山,1980/4/1 22:26
尾道,1980/4/1 22:43
三原,1980/4/1 22:59
三原,1980/4/1 23:00
広島,1980/4/2 00:04
広島,1980/4/2 00:08
博多,1980/4/2 04:42
博多,1980/4/2 04:44
鳥栖,1980/4/2 05:10
鳥栖,1980/4/2 05:13
佐賀,1980/4/2 05:35
佐賀,1980/4/2 05:36
肥前山口,1980/4/2 05:50
