,X,Y,Z,列車名,種別,vertex_index,distance,angle,geometry,time
0,139.76716,35.68228,0,はやぶさ,本線,0,0.0,199.8605676,POINT Z (139.76716 35.68228 0),60300.0
1,139.76621,35.67965,0,はやぶさ,本線,1,0.002796319,200.1573618,POINT Z (139.76621 35.67965 0),60315.725268233815
2,139.76552,35.6778,0,はやぶさ,本線,2,0.004770806,201.6253387,POINT Z (139.76552 35.6778 0),60326.828914741665
3,139.76523,35.67711,0,はやぶさ,本線,3,0.005519271,204.4459728,POINT Z (139.76523 35.67711 0),60331.037952726474
4,139.76499,35.67662,0,はやぶさ,本線,4,0.00606489,211.9852039,POINT Z (139.76499 35.67662 0),60334.106274019025
5,139.76471,35.67626,0,はやぶさ,本線,5,0.00652096,220.4147876,POINT Z (139.76471 35.67626 0),60336.67101111926
6,139.76444,35.67597,0,はやぶさ,本線,6,0.006917193,227.0716037,POINT Z (139.76444 35.67597 0),60338.899251247836
7,139.76398,35.6756,0,はやぶさ,本線,7,0.007507532,231.6568162,POINT Z (139.76398 35.6756 0),60342.219058152514
8,139.76254,35.67448,0,はやぶさ,本線,8,0.009331812,231.8787655,POINT Z (139.76254 35.67448 0),60352.47800655346
9,139.76206,35.6741,0,はやぶさ,本線,9,0.009944021,231.0364233,POINT Z (139.76206 35.6741 0),60355.9208007197
10,139.7616,35.67372,0,はやぶさ,本線,10,0.010540679,230.5754626,POINT Z (139.7616 35.67372 0),60359.27614290128
11,139.76116,35.67336,0,はやぶさ,本線,11,0.011109186,229.6660389,POINT Z (139.76116 35.67336 0),60362.473176239684
12,139.76074,35.67299,0,はやぶさ,本線,12,0.011668918,223.6406465,POINT Z (139.76074 35.67299 0),60365.620862837335
13,139.76054,35.67274,0,はやぶさ,本線,13,0.011989074,216.1749379,POINT Z (139.76054 35.67274 0),60367.4212793766
14,139.76034,35.67244,0,はやぶさ,本線,14,0.012349629,210.8261499,POINT Z (139.76034 35.67244 0),60369.44888212437
15,139.75991,35.67163,0,はやぶさ,本線,15,0.01326669,208.386513,POINT Z (139.75991 35.67163 0),60374.60602986459
16,139.7598,35.67143,0,はやぶさ,本線,16,0.013494944,208.4318562,POINT Z (139.7598 35.67143 0),60375.88962997439
17,139.75899,35.66991,0,はやぶさ,本線,17,0.015217297,209.8302105,POINT Z (139.75899 35.66991 0),60385.57538575487
18,139.75851,35.66913,0,はやぶさ,本線,18,0.016133157,210.3310532,POINT Z (139.75851 35.66913 0),60390.725779599285
19,139.75836,35.66886,0,はやぶさ,本線,19,0.016442026,206.2765849,POINT Z (139.75836 35.66886 0),60392.46272301458
20,139.75826,35.66863,0,はやぶさ,本線,20,0.016692825,199.3768422,POINT Z (139.75826 35.66863 0),60393.87310628908
21,139.7582,35.66841,0,はやぶさ,本線,21,0.01692086,191.8929422,POINT Z (139.7582 35.66841 0),60395.1554748392
22,139.75817,35.66821,0,はやぶさ,本線,22,0.017123097,185.1160601,POINT Z (139.75817 35.66821 0),60396.29276678329
23,139.75814,35.6672,0,はやぶさ,本線,23,0.018133543,178.7324799,POINT Z (139.75814 35.6672 0),60401.975070692744
24,139.75826,35.66558,0,はやぶさ,本線,24,0.019757981,174.2633416,POINT Z (139.75826 35.66558 0),60411.110195576286
25,139.75842,35.66432,0,はやぶさ,本線,25,0.021028099,172.7440365,POINT Z (139.75842 35.66432 0),60418.252780609895
26,139.7586,35.66291,0,はやぶさ,本線,26,0.022449542,176.3624975,POINT Z (139.7586 35.66291 0),60426.24635089071
27,139.7586,35.66209,0,はやぶさ,本線,27,0.023269542,181.3851079,POINT Z (139.7586 35.66209 0),60430.857670254394
28,139.75857,35.66147,0,はやぶさ,本線,28,0.023890267,185.8947691,POINT Z (139.75857 35.66147 0),60434.3483546593
29,139.75847,35.66084,0,はやぶさ,本線,29,0.024528155,191.1792857,POINT Z (139.75847 35.66084 0),60437.93555622791
30,139.75824,35.65987,0,はやぶさ,本線,30,0.02552505,193.4548416,POINT Z (139.75824 35.65987 0),60443.5416552731
31,139.75817,35.65958,0,はやぶさ,本線,31,0.025823378,193.9956038,POINT Z (139.75817 35.65958 0),60445.21932074033
32,139.75745,35.65678,0,はやぶさ,本線,32,0.028714468,194.8985122,POINT Z (139.75745 35.65678 0),60461.47753939783
33,139.75734,35.65638,0,はやぶさ,本線,33,0.029129318,194.7062474,POINT Z (139.75734 35.65638 0),60463.81047334663
34,139.75728,35.65614,0,はやぶさ,本線,34,0.029376704,193.0118777,POINT Z (139.75728 35.65614 0),60465.201663410175
35,139.75697,35.65468,0,はやぶさ,本線,35,0.030869252,193.7957295,POINT Z (139.75697 35.65468 0),60473.59509693898
36,139.75666,35.65357,0,はやぶさ,本線,36,0.032021728,195.5130542,POINT Z (139.75666 35.65357 0),60480.07611510359
37,139.75642,35.6527,0,はやぶさ,本線,37,0.032924224,199.7282247,POINT Z (139.75642 35.6527 0),60485.1513556895
38,139.75609,35.65196,0,はやぶさ,本線,38,0.033734471,204.6401309,POINT Z (139.75609 35.65196 0),60489.70782847056
39,139.75551,35.65073,0,はやぶさ,本線,39,0.035094361,210.3396438,POINT Z (139.75551 35.65073 0),60497.35525175041
40,139.75514,35.65021,0,はやぶさ,本線,40,0.035732561,217.5661937,POINT Z (139.75514 35.65021 0),60500.9442078698
41,139.7547,35.64968,0,はやぶさ,本線,41,0.036421401,225.3790306,POINT Z (139.7547 35.64968 0),60504.8179410777
42,139.75371,35.64888,0,はやぶさ,本線,42,0.037694232,233.0085292,POINT Z (139.75371 35.64888 0),60511.97578283013
43,139.75294,35.64834,0,はやぶさ,本線,43,0.038634711,239.6057374,POINT Z (139.75294 35.64834 0),60517.2646231031
44,139.75153,35.64766,0,はやぶさ,本線,44,0.040200118,244.5135626,POINT Z (139.75153 35.64766 0),60526.06778360449
45,139.74824,35.64611,0,はやぶさ,本線,45,0.043836958,242.2726712,POINT Z (139.74824 35.64611 0),60546.51977228085
46,139.74697,35.64537,0,はやぶさ,本線,46,0.045306822,242.7719381,POINT Z (139.74697 35.64537 0),60554.78564097009
47,139.74677,35.64528,0,はやぶさ,本線,47,0.045526139,243.2465912,POINT Z (139.74677 35.64528 0),60556.01898332239
48,139.74504,35.64431,0,はやぶさ,本線,48,0.04750952,238.3622343,POINT Z (139.74504 35.64431 0),60567.172645774655
49,139.74418,35.64373,0,はやぶさ,本線,49,0.048546824,230.846909,POINT Z (139.74418 35.64373 0),60573.005987263954
50,139.74376,35.64332,0,はやぶさ,本線,50,0.049133765,219.4837683,POINT Z (139.74376 35.64332 0),60576.30668531108
51,139.7434897,35.6429081,0,はやぶさ,本線,51,0.049626453,208.8091747,POINT Z (139.7434897 35.6429081 0),60579.077345938706
52,139.7433088,35.64250835,0,はやぶさ,本線,52,0.050065204,194.6708673,POINT Z (139.7433088 35.64250835 0),60581.54468859984
53,139.7432755,35.64212764,0,はやぶさ,本線,53,0.050447373,186.4539037,POINT Z (139.7432755 35.64212764 0),60583.693838977764
54,139.7432041,35.64161367,0,はやぶさ,本線,54,0.05096627,189.1060046,POINT Z (139.7432041 35.64161367 0),60586.61188749466
55,139.743109,35.64109019,0,はやぶさ,本線,55,0.051498333,191.5441502,POINT Z (139.743109 35.64109019 0),60589.60397580515
56,139.742852,35.63995757,0,はやぶさ,本線,56,0.052659744,195.5049013,POINT Z (139.742852 35.63995757 0),60596.135240480144
57,139.7420763,35.6376019,0,はやぶさ,本線,57,0.055139841,202.2152645,POINT Z (139.7420763 35.6376019 0),60610.08221526052
58,139.7416225,35.63667994,0,はやぶさ,本線,58,0.056167407,204.244063,POINT Z (139.7416225 35.63667994 0),60615.860794520595
59,139.740877,35.63486076,0,はやぶさ,本線,59,0.058133417,202.6711101,POINT Z (139.740877 35.63486076 0),60626.91677010863
60,139.7399776,35.6327478,0,はやぶさ,本線,60,0.060429847,201.0637341,POINT Z (139.7399776 35.6327478 0),60639.83088245783
61,139.7395778,35.63159138,0,はやぶさ,本線,61,0.061653408,200.7086509,POINT Z (139.7395778 35.63159138 0),60646.71165139922
62,139.7390496,35.63030647,0,はやぶさ,本線,62,0.063042663,195.603765,POINT Z (139.7390496 35.63030647 0),60654.52421052434
63,139.73898,35.62986,0,はやぶさ,本線,63,0.063494529,183.171273,POINT Z (139.73898 35.62986 0),60657.065306177494
64,139.7391,35.62713,0,はやぶさ,本線,64,0.066227165,181.911658,POINT Z (139.7391 35.62713 0),60672.43244922712
65,139.73903,35.6265,0,はやぶさ,本線,65,0.066861042,188.2811802,POINT Z (139.73903 35.6265 0),60675.99709469577
66,139.73892,35.62589,0,はやぶさ,本線,66,0.067480881,192.7992099,POINT Z (139.73892 35.62589 0),60679.48279662633
67,139.73881,35.62549,0,はやぶさ,本線,67,0.06789573,196.3651379,POINT Z (139.73881 35.62549 0),60681.815724951586
68,139.73866,35.62501,0,はやぶさ,本線,68,0.068398622,195.4013198,POINT Z (139.73866 35.62501 0),60684.64376838749
69,139.73855,35.62455,0,はやぶさ,本線,69,0.068871591,186.7243075,POINT Z (139.73855 35.62455 0),60687.303538031534
70,139.73855,35.62452,0,はやぶさ,本線,70,0.068901591,186.5346589,POINT Z (139.73855 35.62452 0),60687.472244837525
71,139.73829,35.6234,0,はやぶさ,本線,71,0.070051374,192.936792,POINT Z (139.73829 35.6234 0),60693.938118754515
72,139.73824,35.62318,0,はやぶさ,本線,72,0.070276984,192.2468176,POINT Z (139.73824 35.62318 0),60695.20685017115
73,139.73812,35.6226,0,はやぶさ,本線,73,0.070869268,192.5925512,POINT Z (139.73812 35.6226 0),60698.537594900416
74,139.73764,35.6206,0,はやぶさ,本線,74,0.072926061,191.9002899,POINT Z (139.73764 35.6206 0),60710.104094154056
75,139.73762,35.62049,0,はやぶさ,本線,75,0.073037865,191.8070126,POINT Z (139.73762 35.62049 0),60710.732830678615
76,139.7374,35.61956,0,はやぶさ,本線,76,0.073993532,195.0652943,POINT Z (139.7374 35.61956 0),60716.1070815839
77,139.73701,35.61827,0,はやぶさ,本線,77,0.075341197,195.7965157,POINT Z (139.73701 35.61827 0),60723.68575684031
78,139.73648,35.61626,0,はやぶさ,本線,78,0.077419898,194.6209578,POINT Z (139.73648 35.61626 0),60735.3754570508
79,139.73632,35.61564,0,はやぶさ,本線,79,0.078060211,194.8882165,POINT Z (139.73632 35.61564 0),60738.976295752895
80,139.73606,35.61469,0,はやぶさ,本線,80,0.079045147,191.2155777,POINT Z (139.73606 35.61469 0),60744.515142641656
81,139.73604,35.61453,0,はやぶさ,本線,81,0.079206392,188.1076466,POINT Z (139.73604 35.61453 0),60745.42191360604
82,139.736,35.61428,0,はやぶさ,本線,82,0.079459572,188.8229176,POINT Z (139.736 35.61428 0),60746.845686577384
83,139.73566,35.61202,0,はやぶさ,本線,83,0.081745004,188.1841437,POINT Z (139.73566 35.61202 0),60759.697951011505
84,139.73507,35.60772,0,はやぶさ,本線,84,0.086085292,186.1057173,POINT Z (139.73507 35.60772 0),60784.10582186315
85,139.73506,35.60759,0,はやぶさ,本線,85,0.086215676,184.7354191,POINT Z (139.73506 35.60759 0),60784.83904413622
86,139.73491,35.6059,0,はやぶさ,本線,86,0.08791232,186.0700598,POINT Z (139.73491 35.6059 0),60794.38022380753
87,139.73445,35.60219,0,はやぶさ,本線,87,0.091650729,187.2433184,POINT Z (139.73445 35.60219 0),60815.4033918698
88,139.7342,35.60027,0,はやぶさ,本線,88,0.093586936,187.7743762,POINT Z (139.7342 35.60027 0),60826.29176849321
89,139.73408,35.59943,0,はやぶさ,本線,89,0.094435465,188.9649755,POINT Z (139.73408 35.59943 0),60831.06352240583
90,139.73389,35.59833,0,はやぶさ,本線,90,0.095551753,194.8914776,POINT Z (139.73389 35.59833 0),60837.34103517393
91,139.73377,35.598,0,はやぶさ,本線,91,0.095902894,200.616806,POINT Z (139.73377 35.598 0),60839.315697725986
92,139.7337,35.59782,0,はやぶさ,本線,92,0.096096026,201.9351852,POINT Z (139.7337 35.59782 0),60840.40178715446
93,139.73365,35.5977,0,はやぶさ,本線,93,0.096226026,202.5313092,POINT Z (139.73365 35.5977 0),60841.1328499804
94,139.73346,35.59724,0,はやぶさ,本線,94,0.096723721,205.2832444,POINT Z (139.73346 35.59724 0),60843.93166777395
95,139.73315,35.59666,0,はやぶさ,本線,95,0.097381368,210.9069015,POINT Z (139.73315 35.59666 0),60847.62998526854
96,139.73275,35.59606,0,はやぶさ,本線,96,0.098102478,213.1754901,POINT Z (139.73275 35.59606 0),60851.68519076409
97,139.7325,35.59567,0,はやぶさ,本線,97,0.098565728,213.1754901,POINT Z (139.7325 35.59567 0),60854.29030502655
98,139.7324,35.59552,0,はやぶさ,本線,98,0.098746005,213.1704349,POINT Z (139.7324 35.59552 0),60855.30410358866
99,139.73108,35.59346,0,はやぶさ,本線,99,0.101192636,212.7073454,POINT Z (139.73108 35.59346 0),60869.0628803034
100,139.73043,35.59245,0,はやぶさ,本線,100,0.102393718,212.893878,POINT Z (139.73043 35.59245 0),60875.81723723507
101,139.7303,35.59225,0,はやぶさ,本線,101,0.102632256,212.8896698,POINT Z (139.7303 35.59225 0),60877.15867003796
102,139.72938,35.59082,0,はやぶさ,本線,102,0.104332638,212.6740268,POINT Z (139.72938 35.59082 0),60886.7208705773
103,139.7286,35.5896,0,はやぶさ,本線,103,0.105780671,212.9905475,POINT Z (139.7286 35.5896 0),60894.86397132382
104,139.72802,35.58872,0,はやぶさ,本線,104,0.106834616,213.2677547,POINT Z (139.72802 35.58872 0),60900.7908944784
105,139.7277,35.58823,0,はやぶさ,本線,105,0.107419851,212.9323341,POINT Z (139.7277 35.58823 0),60904.081998731825
106,139.72664,35.58658,0,はやぶさ,本線,106,0.109380999,212.8435382,POINT Z (139.72664 35.58658 0),60915.11063257017
107,139.72616,35.58584,0,はやぶさ,本線,107,0.110263042,212.7202981,POINT Z (139.72616 35.58584 0),60920.070854479316
108,139.7256,35.58496,0,はやぶさ,本線,108,0.111306114,211.2924627,POINT Z (139.7256 35.58496 0),60925.93663266385
109,139.72531,35.58446,0,はやぶさ,本線,109,0.111884128,209.2783309,POINT Z (139.72531 35.58446 0),60929.187129189064
110,139.72505,35.58398,0,はやぶさ,本線,110,0.112430022,205.9358107,POINT Z (139.72505 35.58398 0),60932.25699696067
111,139.72492,35.58368,0,はやぶさ,本線,111,0.112756977,203.6955909,POINT Z (139.72492 35.58368 0),60934.095648085735
112,139.72472,35.58323,0,はやぶさ,本線,112,0.11324942,203.1240383,POINT Z (139.72472 35.58323 0),60936.86493094111
113,139.72347,35.58018,0,はやぶさ,本線,113,0.11654563,202.621085,POINT Z (139.72347 35.58018 0),60955.40136630667
114,139.7225,35.57789,0,はやぶさ,本線,114,0.119032596,202.7364058,POINT Z (139.7225 35.57789 0),60969.38696932206
115,139.72136,35.57514,0,はやぶさ,本線,115,0.122009524,203.9312026,POINT Z (139.72136 35.57514 0),60986.127903139975
116,139.72127,35.57495,0,はやぶさ,本線,116,0.122219762,203.9667432,POINT Z (139.72127 35.57495 0),60987.310189189215
117,139.72075,35.5737,0,はやぶさ,本線,117,0.123573609,202.6959255,POINT Z (139.72075 35.5737 0),60994.92362929478
118,139.72038,35.57282,0,はやぶさ,本線,118,0.124528229,202.8190973,POINT Z (139.72038 35.57282 0),61000.29199233254
119,139.71934,35.57035,0,はやぶさ,本線,119,0.127208248,202.9893611,POINT Z (139.71934 35.57035 0),61015.36324051514
120,139.71713,35.56518,0,はやぶさ,本線,120,0.132830792,203.5537785,POINT Z (139.71713 35.56518 0),61046.9819551741
121,139.71697,35.56482,0,はやぶさ,本線,121,0.133224746,203.0829838,POINT Z (139.71697 35.56482 0),61049.197379208985
122,139.71637,35.56335,0,はやぶさ,本線,122,0.13481248,201.8307304,POINT Z (139.71637 35.56335 0),61058.126096938955
123,139.71569,35.56162,0,はやぶさ,本線,123,0.136671324,202.3282864,POINT Z (139.71569 35.56162 0),61068.57941807464
124,139.71482,35.55959,0,はやぶさ,本線,124,0.138879898,203.1190132,POINT Z (139.71482 35.55959 0),61080.99946691894
125,139.71445,35.55872,0,はやぶさ,本線,125,0.139825308,202.9726028,POINT Z (139.71445 35.55872 0),61086.316036967255
126,139.71325,35.55588,0,はやぶさ,本線,126,0.142908423,202.473371,POINT Z (139.71325 35.55588 0),61103.65411977208
127,139.71225,35.55341,0,はやぶさ,本線,127,0.145573175,202.1996775,POINT Z (139.71225 35.55341 0),61118.63951306111
128,139.71116,35.55076,0,はやぶさ,本線,128,0.148438589,202.7029651,POINT Z (139.71116 35.55076 0),61134.75334118692
129,139.70999,35.54801,0,はやぶさ,本線,129,0.151427134,202.6739788,POINT Z (139.70999 35.54801 0),61151.559603903675
130,139.7091,35.54584,0,はやぶさ,本線,130,0.153772555,202.7134652,POINT Z (139.7091 35.54584 0),61164.749220090605
131,139.70869,35.54488,0,はやぶさ,本線,131,0.154816442,202.9800873,POINT Z (139.70869 35.54488 0),61170.6195814767
132,139.70837,35.54412,0,はやぶさ,本線,132,0.155641063,199.3465102,POINT Z (139.70837 35.54412 0),61175.25688731206
133,139.70812,35.54324,0,はやぶさ,本線,133,0.156555885,196.6924673,POINT Z (139.70812 35.54324 0),61180.40144390099
134,139.708,35.54286,0,はやぶさ,本線,134,0.156954383,202.0453098,POINT Z (139.708 35.54286 0),61182.642421393415
135,139.70789,35.54264,0,はやぶさ,本線,135,0.15720035,209.6822912,POINT Z (139.70789 35.54264 0),61184.02563162503
136,139.7076,35.54219,0,はやぶさ,本線,136,0.1577357,213.2447994,POINT Z (139.7076 35.54219 0),61187.0362045779
137,139.70714,35.5415,0,はやぶさ,本線,137,0.158564977,216.0015791,POINT Z (139.70714 35.5415 0),61191.69969370955
138,139.7065,35.54069,0,はやぶさ,本線,138,0.159597305,219.0805045,POINT Z (139.7065 35.54069 0),61197.505052363296
139,139.70539,35.53936,0,はやぶさ,本線,139,0.161329644,220.0537039,POINT Z (139.70539 35.53936 0),61207.24696501593
140,139.70351,35.53714,0,はやぶさ,本線,140,0.164238733,220.485168,POINT Z (139.70351 35.53714 0),61223.60640213346
141,139.70314,35.53671,0,はやぶさ,本線,141,0.164806008,220.3408865,POINT Z (139.70314 35.53671 0),61226.796507245694
142,139.70257,35.53603,0,はやぶさ,本線,142,0.165693307,221.9999522,POINT Z (139.70257 35.53603 0),61231.786286587245
143,139.70228,35.53573,0,はやぶさ,本線,143,0.16611056,224.514489,POINT Z (139.70228 35.53573 0),61234.13273395121
144,139.70212,35.53557,0,はやぶさ,本線,144,0.166336834,229.3730811,POINT Z (139.70212 35.53557 0),61235.40519941182
145,139.70182,35.53535,0,はやぶさ,本線,145,0.166708855,233.0259609,POINT Z (139.70182 35.53535 0),61237.49728190084
146,139.7016,35.53518,0,はやぶさ,本線,146,0.166986884,229.4065976,POINT Z (139.7016 35.53518 0),61239.06079471958
147,139.70121,35.53481,0,はやぶさ,本線,147,0.167524471,228.8554418,POINT Z (139.70121 35.53481 0),61242.08394757661
148,139.7007,35.5344,0,はやぶさ,本線,148,0.168178841,231.1868115,POINT Z (139.7007 35.5344 0),61245.76383666443
149,139.69988,35.53374,0,はやぶさ,本線,149,0.169231457,231.5615663,POINT Z (139.69988 35.53374 0),61251.6832861075
150,139.69942,35.53338,0,はやぶさ,本線,150,0.16981558,234.131445,POINT Z (139.69942 35.53338 0),61254.96813696198
151,139.69939,35.53336,0,はやぶさ,本線,151,0.169851636,235.1169605,POINT Z (139.69939 35.53336 0),61255.17090004854
152,139.69869,35.53285,0,はやぶさ,本線,152,0.170717719,233.7112737,POINT Z (139.69869 35.53285 0),61260.0413699369
153,139.69819,35.53248,0,はやぶさ,本線,153,0.171339732,232.6499369,POINT Z (139.69819 35.53248 0),61263.53929748734
154,139.69758,35.532,0,はやぶさ,本線,154,0.172115941,231.1448771,POINT Z (139.69758 35.532 0),61267.90435552632
155,139.69604,35.53073,0,はやぶさ,本線,155,0.174112062,229.6512571,POINT Z (139.69604 35.53073 0),61279.12966213553
156,139.6958,35.53052,0,はやぶさ,本線,156,0.174430966,228.8140748,POINT Z (139.6958 35.53052 0),61280.92303797742
157,139.69564,35.53038,0,はやぶさ,本線,157,0.174643569,228.8484867,POINT Z (139.69564 35.53038 0),61282.118623746544
158,139.69446,35.52935,0,はやぶさ,本線,158,0.176209871,228.8257141,POINT Z (139.69446 35.52935 0),61290.926817334315
159,139.69357,35.52857,0,はやぶさ,本線,159,0.177393298,228.6360307,POINT Z (139.69357 35.52857 0),61297.58189031066
160,139.69331,35.52834,0,はやぶさ,本線,160,0.177740429,227.675571,POINT Z (139.69331 35.52834 0),61299.53400238632
161,139.69315,35.52819,0,はやぶさ,本線,161,0.177959746,227.9666135,POINT Z (139.69315 35.52819 0),61300.76734473861
162,139.693,35.52806,0,はやぶさ,本線,162,0.17815824,227.9666135,POINT Z (139.693 35.52806 0),61301.88358769687
163,139.69284,35.52791,0,はやぶさ,本線,163,0.178377557,227.5137202,POINT Z (139.69284 35.52791 0),61303.116930049175
164,139.69246,35.52757,0,はやぶさ,本線,164,0.178887459,228.1976571,POINT Z (139.69246 35.52757 0),61305.98439464207
165,139.69199,35.52715,0,はやぶさ,本線,165,0.179517777,229.0211714,POINT Z (139.69199 35.52715 0),61309.52902585997
166,139.69077,35.52612,0,はやぶさ,本線,166,0.18111443,230.268726,POINT Z (139.69077 35.52612 0),61318.50790012337
167,139.68956,35.52513,0,はやぶさ,本線,167,0.182677823,230.5181669,POINT Z (139.68956 35.52513 0),61327.29973477452
168,139.68827,35.52406,0,はやぶさ,本線,168,0.18435383,229.796817,POINT Z (139.68827 35.52406 0),61336.72486103399
169,139.68791,35.52375,0,はやぶさ,本線,169,0.184828909,229.3001036,POINT Z (139.68791 35.52375 0),61339.39649639006
170,139.6872,35.52314,0,はやぶさ,本線,170,0.185764965,230.5875437,POINT Z (139.6872 35.52314 0),61344.66046365627
171,139.68636,35.52248,0,はやぶさ,本線,171,0.186833235,230.3570148,POINT Z (139.68636 35.52248 0),61350.667944310706
172,139.68565,35.52186,0,はやぶさ,本線,172,0.187775837,229.1072481,POINT Z (139.68565 35.52186 0),61355.96872340198
173,139.6848,35.52113,0,はやぶさ,本線,173,0.188896284,229.6211662,POINT Z (139.6848 35.52113 0),61362.26962455695
174,139.68404,35.52049,0,はやぶさ,本線,174,0.189889863,229.9764593,POINT Z (139.68404 35.52049 0),61367.85707587653
175,139.68324,35.51982,0,はやぶさ,本線,175,0.190933367,230.0414498,POINT Z (139.68324 35.51982 0),61373.72528343906
176,139.68256,35.51925,0,はやぶさ,本線,176,0.191820666,228.2414845,POINT Z (139.68256 35.51925 0),61378.71506278061
177,139.68155,35.51829,0,はやぶさ,本線,177,0.193214115,227.2931803,POINT Z (139.68155 35.51829 0),61386.551207117205
178,139.6806823,35.51751232,0,はやぶさ,本線,178,0.194379341,228.1324652,POINT Z (139.6806823 35.51751232 0),61393.10392567435
179,139.68049,35.51734,0,はやぶさ,本線,179,0.194637526,227.300633,POINT Z (139.68049 35.51734 0),61394.55584456449
180,139.68009,35.51696,0,はやぶさ,本線,180,0.195189251,223.9682531,POINT Z (139.68009 35.51696 0),61397.65850331562
181,139.67971,35.51653,0,はやぶさ,本線,181,0.195763098,221.3268153,POINT Z (139.67971 35.51653 0),61400.88556646549
182,139.6795,35.51629,0,はやぶさ,本線,182,0.196082002,217.9405393,POINT Z (139.6795 35.51629 0),61402.678942307386
183,139.67932,35.51603,0,はやぶさ,本線,183,0.19639823,213.2613001,POINT Z (139.67932 35.51603 0),61404.45726950219
184,139.67896,35.51545,0,はやぶさ,本線,184,0.197080872,211.5686985,POINT Z (139.67896 35.51545 0),61408.29614788397
185,139.67837,35.51448,0,はやぶさ,本線,185,0.198216213,211.6576668,POINT Z (139.67837 35.51448 0),61414.680806344564
186,139.67827,35.51432,0,はやぶさ,本線,186,0.198404893,210.0012653,POINT Z (139.67827 35.51432 0),61415.741859683025
187,139.67785,35.51353,0,はやぶさ,本線,187,0.199299599,206.6874456,POINT Z (139.67785 35.51353 0),61420.77329273498
188,139.67748,35.51275,0,はやぶさ,本線,188,0.200162907,205.6760689,POINT Z (139.67748 35.51275 0),61425.62815724379
189,139.6771,35.51197,0,はやぶさ,本線,189,0.201030547,201.2657327,POINT Z (139.6771 35.51197 0),61430.50738301538
190,139.67699,35.5116,0,はやぶさ,本線,190,0.201416553,194.8455468,POINT Z (139.67699 35.5116 0),61432.67811099379
191,139.67692,35.5113,0,はやぶさ,本線,191,0.201724611,193.5851329,POINT Z (139.67692 35.5113 0),61434.41049370176
192,139.67649,35.50958,0,はやぶさ,本線,192,0.203497546,192.9624508,POINT Z (139.67649 35.50958 0),61444.38070040426
193,139.67645,35.50939,0,はやぶさ,本線,193,0.203691711,192.2845208,POINT Z (139.67645 35.50939 0),61445.47259897042
194,139.67609,35.50779,0,はやぶさ,本線,194,0.205331711,192.8375001,POINT Z (139.67609 35.50779 0),61454.69523769778
195,139.676,35.5074,0,はやぶさ,本線,195,0.205731961,192.5256897,POINT Z (139.676 35.5074 0),61456.946067667675
196,139.67578,35.50637,0,はやぶさ,本線,196,0.206785194,193.2753151,POINT Z (139.67578 35.50637 0),61462.86898684739
197,139.6754,35.5049,0,はやぶさ,本線,197,0.208303516,194.8509535,POINT Z (139.6754 35.5049 0),61471.407362016784
198,139.67512,35.50387,0,はやぶさ,本線,198,0.209370896,197.5200845,POINT Z (139.67512 35.50387 0),61477.409837702646
199,139.6749,35.50326,0,はやぶさ,本線,199,0.210019356,206.8692034,POINT Z (139.6749 35.50326 0),61481.05649154969
200,139.67449,35.50265,0,はやぶさ,本線,200,0.210754339,215.7707654,POINT Z (139.67449 35.50265 0),61485.18971269588
201,139.67385,35.50182,0,はやぶさ,本線,201,0.211802432,219.8864243,POINT Z (139.67385 35.50182 0),61491.08372677617
202,139.67347,35.5014,0,はやぶさ,本線,202,0.212368824,223.0662544,POINT Z (139.67347 35.5014 0),61494.26886628475
203,139.67291,35.50082,0,はやぶさ,本線,203,0.21317505,227.5991809,POINT Z (139.67291 35.50082 0),61498.80272673024
204,139.6724,35.50041,0,はやぶさ,本線,204,0.21382942,230.7589968,POINT Z (139.6724 35.50041 0),61502.48261581806
205,139.67193,35.50002,0,はやぶさ,本線,205,0.214440157,230.1970768,POINT Z (139.67193 35.50002 0),61505.91713210369
206,139.66801,35.49674,0,はやぶさ,本線,206,0.2195514,230.3951005,POINT Z (139.66801 35.49674 0),61534.66051480903
207,139.66768,35.49647,0,はやぶさ,本線,207,0.21997778,227.8552966,POINT Z (139.66768 35.49647 0),61537.058288406944
208,139.66764,35.49643,0,はやぶさ,本線,208,0.220034348,226.8576445,POINT Z (139.66764 35.49643 0),61537.37640196032
209,139.66723,35.49607,0,はやぶさ,本線,209,0.220579967,232.9297836,POINT Z (139.66723 35.49607 0),61540.44472325287
210,139.66627,35.49545,0,はやぶさ,本線,210,0.221722771,235.9633425,POINT Z (139.66627 35.49545 0),61546.87135034322
211,139.66525,35.49473,0,はやぶさ,本線,211,0.22297129,233.7737865,POINT Z (139.66525 35.49473 0),61553.89247210009
212,139.6651364,35.49464368,0,はやぶさ,本線,212,0.223113955,232.765166,POINT Z (139.6651364 35.49464368 0),61554.69475731596
213,139.665,35.49454,0,はやぶさ,本線,213,0.223285296,231.9558958,POINT Z (139.665 35.49454 0),61555.65830374412
214,139.66464,35.49425,0,はやぶさ,本線,214,0.223747573,227.4887432,POINT Z (139.66464 35.49425 0),61558.25794628252
215,139.6644,35.494,0,はやぶさ,本線,215,0.224094128,223.2701253,POINT Z (139.6644 35.494 0),61560.20681918749
216,139.66416,35.49374,0,はやぶさ,本線,216,0.224447964,218.1997287,POINT Z (139.66416 35.49374 0),61562.19663723429
217,139.66408,35.49362,0,はやぶさ,本線,217,0.224592186,212.8477254,POINT Z (139.66408 35.49362 0),61563.00767833339
