駅名,時刻
東京,1978/10/2 16:33
東京,1978/10/2 17:00
横浜,1978/10/2 17:27
熱海,1978/10/2 19:55
熱海,1978/10/2 19:57
浜松,1978/10/2 21:54
浜松,1978/10/2 21:56
名古屋,1978/10/2 23:15
名古屋,1978/10/2 23:21
岡山,1978/10/3 4:04
岡山,1978/10/3 4:08
尾道,1978/10/3 5:07   ---駅リストになし
広島,1978/10/3 6:22
広島,1978/10/3 6:26
徳山,1978/10/3 7:56
徳山,1978/10/3 7:57
防府,1978/10/3 8:22
下関,1978/10/3 9:34
下関,1978/10/3 9:38
門司,1978/10/3 9:46
門司,1978/10/3 9:50
小倉,1978/10/3 9:56
小倉,1978/10/3 9:57
博多,1978/10/3 10:53
